filepath,thesis_group,template,timeframe,description,params
thesis_01_rolling_mean_quantile/T01-A_weighted_5min_0080.py,01,T01-A_weighted,5min,"Price vs Rolling Mean (weighted)","adx_entry=22;adx_entry_weak=18;adx_exit=15;adx_window=7;ema_window=8;max_cycle=30;mean_window=100;price_source_def=weighted = self.feat.wclprice(high, low, close);price_source_series=weighted;return_window=3;roc_window=3;rsi_window=7;vol_window=14"
thesis_01_rolling_mean_quantile/T01-A_weighted_5min_0081.py,01,T01-A_weighted,5min,"Price vs Rolling Mean (weighted)","adx_entry=22;adx_entry_weak=18;adx_exit=15;adx_window=7;ema_window=8;max_cycle=30;mean_window=200;price_source_def=weighted = self.feat.wclprice(high, low, close);price_source_series=weighted;return_window=3;roc_window=3;rsi_window=7;vol_window=14"
thesis_01_rolling_mean_quantile/T01-A_weighted_15min_0082.py,01,T01-A_weighted,15min,"Price vs Rolling Mean (weighted)","adx_entry=22;adx_entry_weak=18;adx_exit=15;adx_window=10;ema_window=13;max_cycle=50;mean_window=5;price_source_def=weighted = self.feat.wclprice(high, low, close);price_source_series=weighted;return_window=5;roc_window=5;rsi_window=10;vol_window=20"
thesis_01_rolling_mean_quantile/T01-A_weighted_15min_0083.py,01,T01-A_weighted,15min,"Price vs Rolling Mean (weighted)","adx_entry=22;adx_entry_weak=18;adx_exit=15;adx_window=10;ema_window=13;max_cycle=50;mean_window=8;price_source_def=weighted = self.feat.wclprice(high, low, close);price_source_series=weighted;return_window=5;roc_window=5;rsi_window=10;vol_window=20"
thesis_01_rolling_mean_quantile/T01-A_weighted_15min_0084.py,01,T01-A_weighted,15min,"Price vs Rolling Mean (weighted)","adx_entry=22;adx_entry_weak=18;adx_exit=15;adx_window=10;ema_window=13;max_cycle=50;mean_window=10;price_source_def=weighted = self.feat.wclprice(high, low, close);price_source_series=weighted;return_window=5;roc_window=5;rsi_window=10;vol_window=20"
thesis_01_rolling_mean_quantile/T01-A_weighted_15min_0085.py,01,T01-A_weighted,15min,"Price vs Rolling Mean (weighted)","adx_entry=22;adx_entry_weak=18;adx_exit=15;adx_window=10;ema_window=13;max_cycle=50;mean_window=14;price_source_def=weighted = self.feat.wclprice(high, low, close);price_source_series=weighted;return_window=5;roc_window=5;rsi_window=10;vol_window=20"
thesis_01_rolling_mean_quantile/T01-A_weighted_15min_0086.py,01,T01-A_weighted,15min,"Price vs Rolling Mean (weighted)","adx_entry=22;adx_entry_weak=18;adx_exit=15;adx_window=10;ema_window=13;max_cycle=50;mean_window=20;price_source_def=weighted = self.feat.wclprice(high, low, close);price_source_series=weighted;return_window=5;roc_window=5;rsi_window=10;vol_window=20"
thesis_01_rolling_mean_quantile/T01-A_weighted_15min_0087.py,01,T01-A_weighted,15min,"Price vs Rolling Mean (weighted)","adx_entry=22;adx_entry_weak=18;adx_exit=15;adx_window=10;ema_window=13;max_cycle=50;mean_window=30;price_source_def=weighted = self.feat.wclprice(high, low, close);price_source_series=weighted;return_window=5;roc_window=5;rsi_window=10;vol_window=20"
thesis_01_rolling_mean_quantile/T01-A_weighted_15min_0088.py,01,T01-A_weighted,15min,"Price vs Rolling Mean (weighted)","adx_entry=22;adx_entry_weak=18;adx_exit=15;adx_window=10;ema_window=13;max_cycle=50;mean_window=50;price_source_def=weighted = self.feat.wclprice(high, low, close);price_source_series=weighted;return_window=5;roc_window=5;rsi_window=10;vol_window=20"
thesis_01_rolling_mean_quantile/T01-A_weighted_15min_0089.py,01,T01-A_weighted,15min,"Price vs Rolling Mean (weighted)","adx_entry=22;adx_entry_weak=18;adx_exit=15;adx_window=10;ema_window=13;max_cycle=50;mean_window=100;price_source_def=weighted = self.feat.wclprice(high, low, close);price_source_series=weighted;return_window=5;roc_window=5;rsi_window=10;vol_window=20"
thesis_01_rolling_mean_quantile/T01-A_weighted_15min_0090.py,01,T01-A_weighted,15min,"Price vs Rolling Mean (weighted)","adx_entry=22;adx_entry_weak=18;adx_exit=15;adx_window=10;ema_window=13;max_cycle=50;mean_window=200;price_source_def=weighted = self.feat.wclprice(high, low, close);price_source_series=weighted;return_window=5;roc_window=5;rsi_window=10;vol_window=20"
thesis_01_rolling_mean_quantile/T01-A_weighted_30min_0091.py,01,T01-A_weighted,30min,"Price vs Rolling Mean (weighted)","adx_entry=18;adx_entry_weak=15;adx_exit=12;adx_window=14;ema_window=20;max_cycle=50;mean_window=5;price_source_def=weighted = self.feat.wclprice(high, low, close);price_source_series=weighted;return_window=8;roc_window=8;rsi_window=14;vol_window=26"
thesis_01_rolling_mean_quantile/T01-A_weighted_30min_0092.py,01,T01-A_weighted,30min,"Price vs Rolling Mean (weighted)","adx_entry=18;adx_entry_weak=15;adx_exit=12;adx_window=14;ema_window=20;max_cycle=50;mean_window=8;price_source_def=weighted = self.feat.wclprice(high, low, close);price_source_series=weighted;return_window=8;roc_window=8;rsi_window=14;vol_window=26"
thesis_01_rolling_mean_quantile/T01-A_weighted_30min_0093.py,01,T01-A_weighted,30min,"Price vs Rolling Mean (weighted)","adx_entry=18;adx_entry_weak=15;adx_exit=12;adx_window=14;ema_window=20;max_cycle=50;mean_window=10;price_source_def=weighted = self.feat.wclprice(high, low, close);price_source_series=weighted;return_window=8;roc_window=8;rsi_window=14;vol_window=26"
thesis_01_rolling_mean_quantile/T01-A_weighted_30min_0094.py,01,T01-A_weighted,30min,"Price vs Rolling Mean (weighted)","adx_entry=18;adx_entry_weak=15;adx_exit=12;adx_window=14;ema_window=20;max_cycle=50;mean_window=14;price_source_def=weighted = self.feat.wclprice(high, low, close);price_source_series=weighted;return_window=8;roc_window=8;rsi_window=14;vol_window=26"
thesis_01_rolling_mean_quantile/T01-A_weighted_30min_0095.py,01,T01-A_weighted,30min,"Price vs Rolling Mean (weighted)","adx_entry=18;adx_entry_weak=15;adx_exit=12;adx_window=14;ema_window=20;max_cycle=50;mean_window=20;price_source_def=weighted = self.feat.wclprice(high, low, close);price_source_series=weighted;return_window=8;roc_window=8;rsi_window=14;vol_window=26"
thesis_01_rolling_mean_quantile/T01-A_weighted_30min_0096.py,01,T01-A_weighted,30min,"Price vs Rolling Mean (weighted)","adx_entry=18;adx_entry_weak=15;adx_exit=12;adx_window=14;ema_window=20;max_cycle=50;mean_window=30;price_source_def=weighted = self.feat.wclprice(high, low, close);price_source_series=weighted;return_window=8;roc_window=8;rsi_window=14;vol_window=26"
thesis_01_rolling_mean_quantile/T01-A_weighted_30min_0097.py,01,T01-A_weighted,30min,"Price vs Rolling Mean (weighted)","adx_entry=18;adx_entry_weak=15;adx_exit=12;adx_window=14;ema_window=20;max_cycle=50;mean_window=50;price_source_def=weighted = self.feat.wclprice(high, low, close);price_source_series=weighted;return_window=8;roc_window=8;rsi_window=14;vol_window=26"
thesis_01_rolling_mean_quantile/T01-A_weighted_30min_0098.py,01,T01-A_weighted,30min,"Price vs Rolling Mean (weighted)","adx_entry=18;adx_entry_weak=15;adx_exit=12;adx_window=14;ema_window=20;max_cycle=50;mean_window=100;price_source_def=weighted = self.feat.wclprice(high, low, close);price_source_series=weighted;return_window=8;roc_window=8;rsi_window=14;vol_window=26"
thesis_01_rolling_mean_quantile/T01-A_weighted_30min_0099.py,01,T01-A_weighted,30min,"Price vs Rolling Mean (weighted)","adx_entry=18;adx_entry_weak=15;adx_exit=12;adx_window=14;ema_window=20;max_cycle=50;mean_window=200;price_source_def=weighted = self.feat.wclprice(high, low, close);price_source_series=weighted;return_window=8;roc_window=8;rsi_window=14;vol_window=26"
thesis_01_rolling_mean_quantile/T01-A_weighted_60min_0100.py,01,T01-A_weighted,60min,"Price vs Rolling Mean (weighted)","adx_entry=16;adx_entry_weak=14;adx_exit=10;adx_window=21;ema_window=30;max_cycle=50;mean_window=5;price_source_def=weighted = self.feat.wclprice(high, low, close);price_source_series=weighted;return_window=14;roc_window=14;rsi_window=21;vol_window=34"
thesis_01_rolling_mean_quantile/T01-A_weighted_60min_0101.py,01,T01-A_weighted,60min,"Price vs Rolling Mean (weighted)","adx_entry=16;adx_entry_weak=14;adx_exit=10;adx_window=21;ema_window=30;max_cycle=50;mean_window=8;price_source_def=weighted = self.feat.wclprice(high, low, close);price_source_series=weighted;return_window=14;roc_window=14;rsi_window=21;vol_window=34"
thesis_01_rolling_mean_quantile/T01-A_weighted_60min_0102.py,01,T01-A_weighted,60min,"Price vs Rolling Mean (weighted)","adx_entry=16;adx_entry_weak=14;adx_exit=10;adx_window=21;ema_window=30;max_cycle=50;mean_window=10;price_source_def=weighted = self.feat.wclprice(high, low, close);price_source_series=weighted;return_window=14;roc_window=14;rsi_window=21;vol_window=34"
thesis_01_rolling_mean_quantile/T01-A_weighted_60min_0103.py,01,T01-A_weighted,60min,"Price vs Rolling Mean (weighted)","adx_entry=16;adx_entry_weak=14;adx_exit=10;adx_window=21;ema_window=30;max_cycle=50;mean_window=14;price_source_def=weighted = self.feat.wclprice(high, low, close);price_source_series=weighted;return_window=14;roc_window=14;rsi_window=21;vol_window=34"
thesis_01_rolling_mean_quantile/T01-A_weighted_60min_0104.py,01,T01-A_weighted,60min,"Price vs Rolling Mean (weighted)","adx_entry=16;adx_entry_weak=14;adx_exit=10;adx_window=21;ema_window=30;max_cycle=50;mean_window=20;price_source_def=weighted = self.feat.wclprice(high, low, close);price_source_series=weighted;return_window=14;roc_window=14;rsi_window=21;vol_window=34"
thesis_01_rolling_mean_quantile/T01-A_weighted_60min_0105.py,01,T01-A_weighted,60min,"Price vs Rolling Mean (weighted)","adx_entry=16;adx_entry_weak=14;adx_exit=10;adx_window=21;ema_window=30;max_cycle=50;mean_window=30;price_source_def=weighted = self.feat.wclprice(high, low, close);price_source_series=weighted;return_window=14;roc_window=14;rsi_window=21;vol_window=34"
thesis_01_rolling_mean_quantile/T01-A_weighted_60min_0106.py,01,T01-A_weighted,60min,"Price vs Rolling Mean (weighted)","adx_entry=16;adx_entry_weak=14;adx_exit=10;adx_window=21;ema_window=30;max_cycle=50;mean_window=50;price_source_def=weighted = self.feat.wclprice(high, low, close);price_source_series=weighted;return_window=14;roc_window=14;rsi_window=21;vol_window=34"
thesis_01_rolling_mean_quantile/T01-A_weighted_60min_0107.py,01,T01-A_weighted,60min,"Price vs Rolling Mean (weighted)","adx_entry=16;adx_entry_weak=14;adx_exit=10;adx_window=21;ema_window=30;max_cycle=50;mean_window=100;price_source_def=weighted = self.feat.wclprice(high, low, close);price_source_series=weighted;return_window=14;roc_window=14;rsi_window=21;vol_window=34"
thesis_01_rolling_mean_quantile/T01-A_weighted_60min_0108.py,01,T01-A_weighted,60min,"Price vs Rolling Mean (weighted)","adx_entry=16;adx_entry_weak=14;adx_exit=10;adx_window=21;ema_window=30;max_cycle=50;mean_window=200;price_source_def=weighted = self.feat.wclprice(high, low, close);price_source_series=weighted;return_window=14;roc_window=14;rsi_window=21;vol_window=34"
thesis_01_rolling_mean_quantile/T01-A_median_5min_0109.py,01,T01-A_median,5min,"Price vs Rolling Mean (median)","adx_entry=22;adx_entry_weak=18;adx_exit=15;adx_window=7;ema_window=8;max_cycle=30;mean_window=5;price_source_def=median = self.feat.medprice(high, low);price_source_series=median;return_window=3;roc_window=3;rsi_window=7;vol_window=14"
thesis_01_rolling_mean_quantile/T01-A_median_5min_0110.py,01,T01-A_median,5min,"Price vs Rolling Mean (median)","adx_entry=22;adx_entry_weak=18;adx_exit=15;adx_window=7;ema_window=8;max_cycle=30;mean_window=8;price_source_def=median = self.feat.medprice(high, low);price_source_series=median;return_window=3;roc_window=3;rsi_window=7;vol_window=14"
thesis_01_rolling_mean_quantile/T01-A_median_5min_0111.py,01,T01-A_median,5min,"Price vs Rolling Mean (median)","adx_entry=22;adx_entry_weak=18;adx_exit=15;adx_window=7;ema_window=8;max_cycle=30;mean_window=10;price_source_def=median = self.feat.medprice(high, low);price_source_series=median;return_window=3;roc_window=3;rsi_window=7;vol_window=14"
thesis_01_rolling_mean_quantile/T01-A_median_5min_0112.py,01,T01-A_median,5min,"Price vs Rolling Mean (median)","adx_entry=22;adx_entry_weak=18;adx_exit=15;adx_window=7;ema_window=8;max_cycle=30;mean_window=14;price_source_def=median = self.feat.medprice(high, low);price_source_series=median;return_window=3;roc_window=3;rsi_window=7;vol_window=14"
thesis_01_rolling_mean_quantile/T01-A_median_5min_0113.py,01,T01-A_median,5min,"Price vs Rolling Mean (median)","adx_entry=22;adx_entry_weak=18;adx_exit=15;adx_window=7;ema_window=8;max_cycle=30;mean_window=20;price_source_def=median = self.feat.medprice(high, low);price_source_series=median;return_window=3;roc_window=3;rsi_window=7;vol_window=14"
thesis_01_rolling_mean_quantile/T01-A_median_5min_0114.py,01,T01-A_median,5min,"Price vs Rolling Mean (median)","adx_entry=22;adx_entry_weak=18;adx_exit=15;adx_window=7;ema_window=8;max_cycle=30;mean_window=30;price_source_def=median = self.feat.medprice(high, low);price_source_series=median;return_window=3;roc_window=3;rsi_window=7;vol_window=14"
thesis_01_rolling_mean_quantile/T01-A_median_5min_0115.py,01,T01-A_median,5min,"Price vs Rolling Mean (median)","adx_entry=22;adx_entry_weak=18;adx_exit=15;adx_window=7;ema_window=8;max_cycle=30;mean_window=50;price_source_def=median = self.feat.medprice(high, low);price_source_series=median;return_window=3;roc_window=3;rsi_window=7;vol_window=14"
thesis_01_rolling_mean_quantile/T01-A_median_5min_0116.py,01,T01-A_median,5min,"Price vs Rolling Mean (median)","adx_entry=22;adx_entry_weak=18;adx_exit=15;adx_window=7;ema_window=8;max_cycle=30;mean_window=100;price_source_def=median = self.feat.medprice(high, low);price_source_series=median;return_window=3;roc_window=3;rsi_window=7;vol_window=14"
thesis_01_rolling_mean_quantile/T01-A_median_5min_0117.py,01,T01-A_median,5min,"Price vs Rolling Mean (median)","adx_entry=22;adx_entry_weak=18;adx_exit=15;adx_window=7;ema_window=8;max_cycle=30;mean_window=200;price_source_def=median = self.feat.medprice(high, low);price_source_series=median;return_window=3;roc_window=3;rsi_window=7;vol_window=14"
thesis_01_rolling_mean_quantile/T01-A_median_15min_0118.py,01,T01-A_median,15min,"Price vs Rolling Mean (median)","adx_entry=22;adx_entry_weak=18;adx_exit=15;adx_window=10;ema_window=13;max_cycle=50;mean_window=5;price_source_def=median = self.feat.medprice(high, low);price_source_series=median;return_window=5;roc_window=5;rsi_window=10;vol_window=20"
thesis_01_rolling_mean_quantile/T01-A_median_15min_0119.py,01,T01-A_median,15min,"Price vs Rolling Mean (median)","adx_entry=22;adx_entry_weak=18;adx_exit=15;adx_window=10;ema_window=13;max_cycle=50;mean_window=8;price_source_def=median = self.feat.medprice(high, low);price_source_series=median;return_window=5;roc_window=5;rsi_window=10;vol_window=20"
thesis_01_rolling_mean_quantile/T01-A_median_15min_0120.py,01,T01-A_median,15min,"Price vs Rolling Mean (median)","adx_entry=22;adx_entry_weak=18;adx_exit=15;adx_window=10;ema_window=13;max_cycle=50;mean_window=10;price_source_def=median = self.feat.medprice(high, low);price_source_series=median;return_window=5;roc_window=5;rsi_window=10;vol_window=20"
thesis_01_rolling_mean_quantile/T01-A_median_15min_0121.py,01,T01-A_median,15min,"Price vs Rolling Mean (median)","adx_entry=22;adx_entry_weak=18;adx_exit=15;adx_window=10;ema_window=13;max_cycle=50;mean_window=14;price_source_def=median = self.feat.medprice(high, low);price_source_series=median;return_window=5;roc_window=5;rsi_window=10;vol_window=20"
thesis_01_rolling_mean_quantile/T01-A_median_15min_0122.py,01,T01-A_median,15min,"Price vs Rolling Mean (median)","adx_entry=22;adx_entry_weak=18;adx_exit=15;adx_window=10;ema_window=13;max_cycle=50;mean_window=20;price_source_def=median = self.feat.medprice(high, low);price_source_series=median;return_window=5;roc_window=5;rsi_window=10;vol_window=20"
thesis_01_rolling_mean_quantile/T01-A_median_15min_0123.py,01,T01-A_median,15min,"Price vs Rolling Mean (median)","adx_entry=22;adx_entry_weak=18;adx_exit=15;adx_window=10;ema_window=13;max_cycle=50;mean_window=30;price_source_def=median = self.feat.medprice(high, low);price_source_series=median;return_window=5;roc_window=5;rsi_window=10;vol_window=20"
thesis_01_rolling_mean_quantile/T01-A_median_15min_0124.py,01,T01-A_median,15min,"Price vs Rolling Mean (median)","adx_entry=22;adx_entry_weak=18;adx_exit=15;adx_window=10;ema_window=13;max_cycle=50;mean_window=50;price_source_def=median = self.feat.medprice(high, low);price_source_series=median;return_window=5;roc_window=5;rsi_window=10;vol_window=20"
thesis_01_rolling_mean_quantile/T01-A_median_15min_0125.py,01,T01-A_median,15min,"Price vs Rolling Mean (median)","adx_entry=22;adx_entry_weak=18;adx_exit=15;adx_window=10;ema_window=13;max_cycle=50;mean_window=100;price_source_def=median = self.feat.medprice(high, low);price_source_series=median;return_window=5;roc_window=5;rsi_window=10;vol_window=20"
thesis_01_rolling_mean_quantile/T01-A_median_15min_0126.py,01,T01-A_median,15min,"Price vs Rolling Mean (median)","adx_entry=22;adx_entry_weak=18;adx_exit=15;adx_window=10;ema_window=13;max_cycle=50;mean_window=200;price_source_def=median = self.feat.medprice(high, low);price_source_series=median;return_window=5;roc_window=5;rsi_window=10;vol_window=20"
